Time,Result ID,URL,Load zone,User scenario,Status code,RTT min,RTT max,RTT avg,Count,Value,Method,Content types,Compressed count,Avg content length,Avg compressed content length,Content type,Custom metric/Page title,Custom metric type,Log severity level,Log message,Standard deviation,Median
2018-05-29 20:11:35.377445+00:00,__li_content_type_load_time,,Aggregated (World),,,51.56,57.98,54.77,2,,,,,,,image/jpeg,,,,,,
2018-05-29 20:11:35.377445+00:00,__li_content_type_load_time,,Aggregated (World),,,77.49,77.49,77.49,1,,,,,,,text/html,,,,,,
2018-05-29 20:11:38.396929+00:00,__li_content_type_load_time,,Aggregated (World),,,97.63,97.63,97.63,1,,,,,,,image/png,,,,,,
2018-05-29 20:11:38.396929+00:00,__li_content_type_load_time,,Aggregated (World),,,57.94,57.94,57.94,1,,,,,,,image/jpeg,,,,,,
2018-05-29 20:11:38.396929+00:00,__li_content_type_load_time,,Aggregated (World),,,71.81,85.94,78.88,2,,,,,,,text/html,,,,,,
2018-05-29 20:11:41.415881+00:00,__li_content_type_load_time,,Aggregated (World),,,100.73,107.52,104.13,2,,,,,,,image/png,,,,,,
2018-05-29 20:11:41.415881+00:00,__li_content_type_load_time,,Aggregated (World),,,45.17,53.39,49.28,2,,,,,,,image/jpeg,,,,,,
2018-05-29 20:11:41.415881+00:00,__li_content_type_load_time,,Aggregated (World),,,77.25,77.25,77.25,1,,,,,,,text/html,,,,,,
2018-05-29 20:11:44.433027+00:00,__li_content_type_load_time,,Aggregated (World),,,94.26,109.14,100.51,3,,,,,,,image/png,,,,,,
2018-05-29 20:11:44.433027+00:00,__li_content_type_load_time,,Aggregated (World),,,51.46,58.02,55.57,3,,,,,,,image/jpeg,,,,,,
2018-05-29 20:11:44.433027+00:00,__li_content_type_load_time,,Aggregated (World),,,80.58,88.85,84.95,3,,,,,,,text/html,,,,,,
2018-05-29 20:11:47.450977+00:00,__li_content_type_load_time,,Aggregated (World),,,98.75,108.72,105.75,4,,,,,,,image/png,,,,,,
2018-05-29 20:11:47.450977+00:00,__li_content_type_load_time,,Aggregated (World),,,44.84,57.49,51.76,4,,,,,,,image/jpeg,,,,,,
2018-05-29 20:11:47.450977+00:00,__li_content_type_load_time,,Aggregated (World),,,68.33,85.19,78.34,4,,,,,,,text/html,,,,,,
2018-05-29 20:11:50.471186+00:00,__li_content_type_load_time,,Aggregated (World),,,102.8,102.8,102.8,1,,,,,,,image/png,,,,,,
2018-05-29 20:11:50.471186+00:00,__li_content_type_load_time,,Aggregated (World),,,45.52,45.52,45.52,1,,,,,,,image/jpeg,,,,,,
2018-05-29 20:11:50.471186+00:00,__li_content_type_load_time,,Aggregated (World),,,65.78,65.78,65.78,1,,,,,,,text/html,,,,,,
2018-05-29 20:11:53.489452+00:00,__li_content_type_load_time,,Aggregated (World),,,109.25,109.25,109.25,1,,,,,,,image/png,,,,,,
2018-05-29 20:11:53.489452+00:00,__li_content_type_load_time,,Aggregated (World),,,44.77,44.77,44.77,1,,,,,,,image/jpeg,,,,,,
2018-05-29 20:11:53.489452+00:00,__li_content_type_load_time,,Aggregated (World),,,67.37,67.37,67.37,1,,,,,,,text/html,,,,,,
2018-05-29 20:11:56.508655+00:00,__li_content_type_load_time,,Aggregated (World),,,94.51,100.89,97.31,3,,,,,,,image/png,,,,,,
2018-05-29 20:11:56.508655+00:00,__li_content_type_load_time,,Aggregated (World),,,44.46,57.67,52.25,3,,,,,,,image/jpeg,,,,,,
2018-05-29 20:11:56.508655+00:00,__li_content_type_load_time,,Aggregated (World),,,67.17,87.71,78.59,3,,,,,,,text/html,,,,,,
2018-05-29 20:11:59.526799+00:00,__li_content_type_load_time,,Aggregated (World),,,106.43,108.64,107.54,2,,,,,,,image/png,,,,,,
2018-05-29 20:11:59.526799+00:00,__li_content_type_load_time,,Aggregated (World),,,53.83,57.41,55.62,2,,,,,,,image/jpeg,,,,,,
